id,px,py,pz,cx,cy,cz,r
236,-39.925886,34.029851,-51.032320,-38.780306,33.566791,-50.322284,1.425107
237,14.651765,13.406742,-20.892527,15.651399,13.575868,-20.813999,1.016878
238,38.985466,54.934910,51.186625,38.568225,55.448381,50.181774,1.929046
239,7.624826,12.270050,-32.151957,7.448698,12.818800,-32.335093,0.604720
240,-32.144086,-50.182778,44.200790,-31.628300,-51.207350,44.543840,1.230087
241,48.249214,-10.567912,24.798808,46.964239,-10.542307,24.590231,1.913731
242,-31.401062,25.015860,40.002972,-31.177905,25.317376,39.183801,0.900973
243,-49.460109,28.289602,-27.109960,-50.436550,27.750539,-25.568544,1.902627
244,-16.227487,-49.760292,-6.364010,-16.243622,-49.705500,-6.281443,0.100398
245,36.955252,-16.124825,23.309726,35.107818,-16.839774,23.367818,1.981803
246,35.988130,12.960017,-18.842712,37.888674,13.278234,-19.425046,2.013067
247,3.610023,-48.802891,-41.077517,3.551396,-47.371410,-41.217326,1.833568
248,-8.277415,21.062448,-25.771713,-8.086244,21.110970,-26.290545,1.659197
249,51.292400,-11.611643,2.359514,52.651430,-11.400573,2.182060,1.512304
250,-1.498536,25.068936,3.446244,-1.730734,25.484638,3.249691,0.515129
251,-20.287813,-27.353472,-4.590930,-19.713759,-27.260808,-3.996863,0.870134
252,-31.647852,39.048321,17.773094,-31.145098,39.791174,17.019798,1.171344
253,22.339796,-46.051623,5.349122,23.460709,-45.639262,4.397265,2.170774
254,1.200544,-14.517311,-34.053186,0.075311,-15.403580,-35.116195,1.783707
255,52.935995,-28.881601,-35.451068,52.706982,-28.279678,-34.585582,1.424573
256,50.110639,42.324372,-21.395602,51.550431,42.680201,-20.551206,1.838548
257,-49.101469,36.764687,-54.271076,-50.201076,36.348500,-54.484589,1.194962
258,-22.029197,26.573930,9.994180,-21.770540,26.965347,9.100707,1.009976
259,11.020481,-9.150494,31.620460,9.721486,-9.206779,30.894727,1.489042
260,-31.734656,2.705505,-9.426592,-31.731282,3.315331,-9.925730,0.788059
261,-37.524923,-11.706605,-30.235060,-36.840360,-12.678633,-30.703930,1.352497
262,11.029233,-4.744011,-54.387639,9.466697,-5.857757,-55.100614,2.047018
263,-36.302292,44.040856,-33.440253,-36.668601,43.391469,-33.841957,0.846907
264,6.866742,24.045542,33.256812,7.491558,22.472856,33.100639,1.699449
265,-22.006900,-26.160554,-29.483582,-21.538936,-26.483696,-29.884535,1.875164
266,-36.193564,19.729816,18.677218,-36.218939,19.115519,17.503019,1.325424
267,-16.399708,47.124226,47.122030,-16.925048,46.266149,47.719761,1.170283
268,1.802991,-18.182036,31.088643,2.313654,-18.980595,31.363661,1.341105
269,-48.434270,55.221711,43.628100,-47.320438,54.833614,43.503860,2.149671
270,-50.313118,-53.407240,-45.305897,-50.457173,57.022887,-47.275141,1.981434
271,33.697554,-42.061795,21.140315,33.562147,-41.619534,20.914362,0.514766
272,24.985757,46.165848,-31.017428,23.235480,45.622718,-30.202436,2.005660
273,10.944463,7.742385,31.007561,10.797624,6.990414,31.296138,0.818718
274,-25.812249,23.412496,48.390553,-25.968266,23.455591,48.523715,0.209596
275,37.463841,-49.230584,-33.630547,37.439546,-50.344758,-33.424035,1.434725
276,3.725340,50.239751,36.875343,2.841281,48.975840,37.516661,1.670426
277,7.703150,40.288296,-27.655679,8.920059,40.575261,-26.737050,1.551482
278,-33.326019,-6.756335,-33.713055,-32.241177,-6.195212,-33.652023,1.525804
279,-14.783387,50.119092,17.117969,-15.901396,49.219653,16.161413,1.724509
280,50.844566,25.724528,32.544894,50.854017,24.505904,31.586952,1.550093
281,-43.659506,41.729125,1.975161,-43.802368,40.111624,1.784046,1.997482
282,-22.987865,33.460427,-51.708985,-22.717833,32.968551,-50.645284,1.954119
283,45.095444,-17.072556,6.072826,45.269752,-16.367277,6.494826,0.840170
284,39.018708,22.764818,-12.911131,39.689427,21.982519,-13.579719,1.228359
285,17.512727,38.015306,-51.918283,17.890324,37.002217,-52.138398,1.103350
286,-34.727370,-32.208979,-17.020736,-35.326111,-31.492887,-15.937970,1.634575
287,-42.233064,39.738298,44.198139,-41.263726,40.407970,44.682392,1.273805
288,-54.432076,-26.734978,20.586970,56.302540,-25.755128,20.889394,1.042105
289,36.366136,-38.857660,-18.319823,36.156031,-40.078447,-18.989359,1.517268
290,19.318417,-13.908729,32.545321,18.307910,-13.784206,31.725539,1.537799
291,-35.414143,-20.704067,33.297823,-36.525059,-20.734771,34.140736,1.414098
292,21.303547,36.574068,-55.083143,21.811640,37.667286,54.980049,1.327785
293,26.358679,-41.414236,-25.690369,25.698373,-42.233953,-26.088208,1.125263
294,-24.779557,-17.367260,9.127778,-26.288489,-17.085516,9.608787,2.198692
295,-45.729769,-33.278706,-23.630263,-45.039206,-33.536217,-22.515398,1.336455
296,-29.202211,-11.314789,51.743698,-30.370850,-11.502435,52.612374,1.468171
297,40.411322,-35.744712,16.827256,39.623523,-34.786838,18.130814,1.827238
298,-42.991968,46.312330,1.937668,-43.370589,44.903097,1.507042,1.556630
299,-37.055822,21.122178,35.930863,-36.537592,22.124086,35.616288,1.171042
300,49.246703,-11.363559,51.080449,48.697664,-12.296062,51.297937,1.103769
301,7.190343,43.988527,-33.908349,7.067979,43.135000,-34.937783,1.342839
302,31.760371,-23.213753,-48.095331,31.882359,-23.234600,-48.737336,1.201039
303,-2.093476,-50.526993,30.630319,-3.367992,-50.755473,30.894100,1.471735
304,-19.951052,-38.509655,29.814661,-20.054806,-37.776650,29.530384,0.793016
305,-15.958573,-47.046146,-9.926415,-15.387372,-46.613646,-9.327340,0.933925
306,-39.525399,10.292203,6.707016,-40.500875,10.143449,6.789587,0.990201
307,-29.717433,-2.696398,-27.597841,-29.216095,-4.357659,-27.987267,1.778421
308,-38.433705,-14.288084,-19.715204,-38.822250,-14.395770,-20.333590,1.000547
309,-36.998447,-31.902633,-47.109573,-36.360394,-31.288036,-46.796902,0.939471
310,35.836451,22.503811,9.056193,34.631028,23.493246,9.268346,1.573861
311,8.046770,-12.395574,-27.539286,8.329586,-11.234955,-26.427153,1.632135
312,-40.366184,6.193178,25.861405,-39.339462,5.331917,26.534029,1.839204
313,-19.606502,54.573091,-48.629661,-20.212219,54.201438,-48.794861,0.729596
314,-35.580049,51.277134,9.312076,-35.229454,50.566116,9.160210,0.807171
315,-54.181997,-50.272204,30.159507,-54.480786,-50.788591,29.066725,1.245031
316,11.061995,-6.417023,37.675279,10.729001,-7.319982,38.602720,1.336550
317,54.353557,10.880229,-26.361326,54.890885,11.341572,-25.352058,1.232957
318,52.587163,-31.271707,-23.668020,52.878034,-31.321723,-24.330885,0.725602
319,50.845047,1.239613,-0.919604,50.531299,0.533805,-1.381361,0.899902
320,11.302365,13.119436,3.531044,10.569253,13.494696,4.026556,1.330307
321,29.720436,15.130782,44.459473,30.083483,15.003695,45.640264,2.005511
322,-2.250954,18.560200,-18.523471,-2.732252,17.980355,-18.746818,1.568456
323,-42.147419,31.121288,-27.983500,-41.581491,32.121044,-26.664650,1.749043
324,19.072231,19.588267,-51.795519,19.149268,18.491045,-52.005924,1.667111
325,-20.163677,41.316240,-45.500933,-19.244553,40.763858,-44.947839,1.206577
326,-32.894807,46.231520,22.215893,-31.996370,46.311009,21.496288,1.153837
327,-35.952893,37.253451,12.797896,-35.569279,39.114204,13.657310,2.085223
328,-16.983383,-14.893934,-8.267344,-16.371278,-14.597586,-8.124958,0.694815
329,-2.397519,-5.253289,29.043588,-1.987464,-5.705761,28.218155,1.026750
330,-18.959687,-13.132330,9.375976,-19.479369,-14.826466,9.167207,1.972021
331,5.306349,20.624487,41.820200,6.901431,20.200824,41.705421,1.654373
332,25.278482,32.391506,48.846047,25.361728,33.421662,48.545363,1.076365
333,-12.248102,-2.545648,-26.803389,-11.045711,-2.792774,-26.891208,1.230661
334,18.220516,52.532216,37.343644,18.787179,53.096197,37.332187,0.799571
335,-32.846645,-26.578386,-20.188415,-32.439662,-26.069655,-20.581606,1.415103
336,-15.460139,-34.450765,21.140628,-14.837384,-33.274878,21.054211,1.333417
337,-21.940234,-43.739447,-22.697443,-20.598246,-43.754923,-22.071793,1.480747
338,-19.148009,19.795677,20.903639,-19.320870,19.269924,21.270100,0.716165
339,54.142243,5.920277,22.540511,52.811197,5.204010,21.958130,1.746685
340,7.387446,-23.344382,32.159030,5.895076,-24.129943,33.114027,2.082464
341,-6.702686,6.344620,-46.706882,-7.148697,7.254511,-47.230224,1.140489
342,44.853069,-26.660610,32.829357,44.169688,-27.053512,33.078332,1.156646
343,-17.706866,45.487699,-35.263780,-17.170464,44.904487,-34.941377,0.855458
344,22.900790,-10.755360,-40.937197,23.345741,-10.902720,-40.034384,1.017236
345,15.762993,-54.914527,-33.460514,14.584762,-54.409972,-32.609953,1.538265
346,0.640269,25.105923,20.668527,1.338176,26.541116,19.937559,1.755325
347,38.146689,48.196227,-51.542022,38.544196,47.935056,-51.570333,2.201343
348,23.677810,8.693474,26.977381,23.364260,8.405774,26.062893,1.649256
349,-11.347831,26.411727,36.988412,-12.316911,26.117262,36.308566,1.775490
350,-20.441319,33.814390,3.642775,-20.348307,33.707664,4.701714,1.735607
351,14.185790,-17.246173,-50.898165,13.810471,-16.647900,-51.711334,1.077051
352,24.384482,-53.239383,-20.212817,25.159675,-53.388463,-20.083160,1.010762
353,41.941643,31.466142,7.016379,42.059298,32.602727,6.374736,1.310486
354,49.054653,-11.219484,52.804685,48.610034,-11.730848,52.522308,0.734110
355,-37.365026,-40.687234,53.847975,-35.909712,-40.276898,54.332230,1.587708
356,-5.002371,-48.835875,-17.026253,-4.936180,-48.270056,-16.575867,0.726209
357,4.978379,-2.484108,-36.776133,6.157975,-1.023119,-36.769640,1.877759
358,23.702621,-42.714564,-1.477157,23.883427,-41.289714,-2.981131,2.079622
359,-25.601894,20.847890,-15.612200,-25.824585,21.485883,-15.503131,0.684486
360,40.092396,14.371559,-0.144756,39.609040,14.816467,0.460736,0.893419
361,15.393888,-18.316953,-1.713390,14.534977,-17.718957,-0.633868,1.503560
362,38.652612,-19.207272,26.399417,38.386278,-19.303665,27.479834,1.214032
363,-21.424000,-34.138929,11.178836,-21.650702,-33.422541,11.505321,0.819266
364,-16.881876,17.678608,-20.641870,-18.244419,17.579569,-20.701561,1.367441
365,-52.913653,3.724238,-46.338474,-52.351780,3.437830,-46.345095,0.630695
366,35.025883,-19.557083,-3.276344,35.109052,-19.538955,-4.156176,0.883940
367,43.642130,3.180301,-45.595311,43.705599,3.223252,-45.430013,0.182199
368,33.034104,49.069116,20.117661,33.859269,49.535020,20.522842,1.030600
369,26.996535,-11.558538,32.189013,26.786289,-11.025724,31.880604,1.038295
370,10.599959,10.986250,21.000023,10.595462,11.760707,20.053514,1.222981
371,-43.175480,12.199714,45.726383,-42.905324,12.318333,45.336358,1.613206
372,-55.085131,27.950161,47.359469,53.866689,28.513162,47.320511,1.720579
373,-23.398221,51.714811,27.049212,-23.557034,51.569835,28.510348,1.476875
374,-14.074615,-26.478906,-42.604383,-15.871325,-26.374904,-42.216759,2.021342
375,2.385962,44.938704,-34.669554,3.127265,45.953687,-35.027331,1.606988
376,30.107463,47.859804,-25.699636,30.459942,46.942742,-24.962540,1.228233
377,34.727328,22.971024,-23.657737,34.534917,22.165255,-24.893887,1.488070
378,-8.853493,-20.343457,-15.095756,-8.832614,-20.104838,-16.297331,1.225217
379,51.723798,-19.567977,-28.163339,51.303792,-20.081930,-29.398564,1.402261
380,52.263680,40.855112,-46.605143,52.258097,40.929729,-46.450516,0.171781
381,31.833434,-10.956794,40.003851,32.642865,-11.020691,40.643621,1.033715
382,-11.153408,-43.482190,9.571826,-11.224002,-42.903126,9.667424,1.385750
383,-49.565254,-42.221131,23.577997,-50.000274,-42.300724,23.366303,1.657318
384,28.945281,-15.139255,-12.594028,27.392003,-14.850780,-13.502231,1.822284
385,-43.182696,-9.509456,44.080190,-42.733203,-9.509824,44.416276,0.561247
386,-23.717710,44.386510,-41.710962,-25.247815,44.359408,-42.095002,1.577797
387,-47.499338,33.909315,-6.533576,-48.544448,33.495240,-5.837443,1.322238
388,8.946575,-2.792427,-39.967481,9.635918,-3.705580,-38.969817,1.518017
389,11.541989,39.137307,-20.737586,12.965815,38.829277,-21.294115,1.559452
390,49.749819,-46.552403,6.147029,49.623772,-45.635206,6.093258,0.951381
391,50.472756,33.104215,21.726097,49.869374,32.404296,22.433059,1.163508
392,-10.422403,21.596476,5.842044,-10.576919,21.608478,5.623443,1.147700
393,11.234414,-29.705567,27.257121,11.063037,-29.748937,27.135357,1.289868
394,-20.724392,-48.631169,52.729573,-20.224791,-48.529962,51.863840,1.004658
395,-15.226934,8.975634,4.794746,-14.984840,9.289017,5.227581,0.617605
396,40.239078,47.558094,31.798279,39.880821,47.547716,31.786586,0.358598
397,10.407787,-42.637102,-54.671793,9.709640,-42.048383,-54.893868,1.036566
398,13.036274,22.235778,25.018333,12.314120,22.561491,24.494148,0.949929
399,-5.328642,-0.967336,24.354198,-4.610671,-1.599577,24.452174,1.473625
400,-13.368132,-31.666911,-21.792780,-12.201809,-31.663902,-22.145585,1.218520
401,-45.013753,38.742913,18.276301,-44.714347,38.956346,16.959763,1.366919
402,-36.832413,55.010456,52.618519,-37.215556,-54.921969,52.283162,0.799718
403,-37.433793,-9.231632,16.070986,-36.721838,-8.420244,15.200077,1.610447
404,-2.020791,15.124931,8.270493,-3.446078,15.328215,8.900073,1.639794
405,24.976060,2.874467,-13.096969,25.657168,2.041448,-12.893327,1.095125
406,7.429828,-31.021023,-55.021086,8.216080,-30.976960,-55.902321,1.181824
407,27.509597,-42.036754,-16.354289,28.150440,-43.131590,-16.150545,1.786771
408,5.204572,34.811236,-7.802567,4.732003,35.603883,-7.668177,0.932562
409,45.632725,45.063858,35.227032,45.625567,44.090419,34.675573,1.118813
410,29.487795,-8.411572,47.186228,30.910659,-9.497491,48.310431,2.113668
411,-37.935630,43.948748,-0.655711,-37.625992,42.803752,-0.582764,1.188366
412,31.099595,47.507952,-27.372925,30.877032,46.275195,-26.928521,1.329179
413,-44.402238,7.891307,-33.513146,-44.326189,8.198926,-33.789635,0.420546
414,-23.776474,49.491936,-29.993345,-23.575984,50.221649,-29.223039,1.412144
415,-13.395696,-32.233392,20.912924,-14.676022,-32.086085,21.743547,1.803617
416,-43.386524,-47.101971,-41.622886,-42.646739,-45.648211,-41.522356,1.634260
417,52.886454,0.977635,-21.767544,52.988353,0.428445,-21.888744,0.571562
418,24.754639,-17.082800,26.751960,25.125736,-17.241642,26.468864,0.561336
419,-7.442530,11.282669,-2.341982,-7.731922,11.967779,-0.614736,1.939172
420,-27.776562,-12.903768,-1.521152,-26.676712,-12.449547,-1.574161,1.606353
421,-5.700748,54.596739,-41.390999,-5.330326,53.230774,-41.305050,1.417907
422,-8.116609,9.877486,12.705066,-8.838729,10.731539,13.845705,1.647033
423,-42.840627,27.942716,13.627235,-42.239892,28.495913,14.219636,1.008884
424,-1.195428,32.949848,-23.626742,-0.539717,32.969695,-22.839209,1.166891
425,-7.695837,-42.738925,47.818455,-7.657420,-42.134866,48.349165,0.804995
426,-26.887125,-18.610000,45.892068,-26.650257,-18.438026,47.170512,1.311526
427,51.979467,5.173703,-17.669467,51.434117,5.546586,-16.871172,1.036206
428,-51.651517,9.615996,40.836586,-50.507589,7.959306,40.406648,2.058650
429,39.807552,41.300311,-46.208731,41.588518,41.487516,-47.166945,2.031025
430,50.803814,13.799769,0.376618,50.682138,14.953101,0.041772,1.207105
431,32.735846,32.119774,36.099061,31.477437,32.033150,35.084895,1.618527
432,-8.873087,-9.442020,54.277498,-9.444872,-10.309095,54.302815,1.038940
433,-11.801879,-25.057106,36.173913,-10.643967,-25.489765,37.065498,1.524098
434,52.651733,-20.894502,-14.107823,53.506431,-21.445793,-14.278415,1.424505
435,-18.879333,39.676714,16.454507,-19.774329,38.913861,16.089707,1.231277
436,-24.601668,-31.661479,-11.473479,-25.389642,-31.058366,-11.608942,1.337842
437,15.084485,25.947513,-44.877992,15.312801,25.973508,-43.060280,1.931764
438,-36.103908,39.149953,-48.754618,-36.162141,39.580697,-48.727306,0.435520
439,43.706882,40.237337,-16.354574,42.727980,40.479521,-16.163076,1.026437
440,-16.689631,37.074493,12.728182,-16.299517,38.593806,13.388551,1.701937
441,-5.830332,42.127772,-44.545256,-6.080135,41.646722,-44.074597,0.717865
442,34.112569,-1.853197,37.902738,33.422736,-1.751661,37.779583,0.708058
443,51.045326,19.190539,-37.235818,51.769520,19.224600,-37.937006,1.748509
444,23.291442,18.225899,29.045488,23.913471,17.000086,28.715697,1.413612
445,19.596311,15.672891,7.550679,20.182566,15.019595,7.650446,1.410348
446,2.440567,-29.701767,26.076082,3.270606,-29.550822,27.292275,1.480160
447,6.681168,52.366585,53.344841,8.046036,52.091932,54.149868,1.608218
448,-50.304905,-37.775774,11.583897,-49.344191,-38.074049,12.625073,1.463672
449,-6.462789,-51.953288,29.337670,-6.257979,-51.657691,29.466965,0.382155
450,-12.544795,-18.697888,41.475415,-13.188602,-18.213061,40.395818,1.347247
451,48.701626,-40.659559,-39.665347,48.962765,-40.903437,-39.919296,0.562014
452,10.499218,8.699670,-44.757374,9.537649,8.451507,-45.386560,1.175616
453,22.454399,1.230389,18.247425,22.172265,2.587346,18.656516,1.445090
454,50.893129,-38.282885,35.021245,49.112789,-37.811323,35.325768,1.866740
455,-41.372756,21.126946,-8.900988,-41.784524,22.104371,-9.428988,1.499564
456,39.618181,-36.510990,1.936172,39.184379,-35.540769,1.305901,1.779791
457,-8.699729,-50.565791,16.629781,-8.533676,-49.448523,15.940001,1.323502
458,-8.174149,-16.994556,45.173234,-9.083533,-17.448839,44.762122,1.924493
459,55.001997,17.624686,-37.511247,-56.015020,18.756849,-37.811659,1.261344
460,-18.725621,29.535559,35.987391,-17.925152,29.995001,37.191822,1.517396
461,-14.127239,1.314232,43.645778,-14.558760,1.536905,42.082882,1.636594
462,-9.059007,-40.900958,25.101041,-9.440834,-40.722961,24.226158,1.812262
463,47.322691,10.337478,-8.704320,46.532413,9.278657,-9.024976,1.359581
464,29.481291,5.224431,-46.238478,28.446392,5.291080,-46.401200,2.323099
465,-26.743825,-43.821377,15.187978,-27.696290,-43.140060,15.356067,1.183062
466,-13.243592,-46.249905,53.453485,-13.716384,-46.363569,53.592021,0.505613
467,43.352195,-52.757330,-27.207096,42.526163,-53.959075,-27.746369,1.554778
468,-1.889069,-0.608381,8.245157,-2.561506,-1.402086,7.652054,1.197460
469,-46.667649,21.518083,33.370578,-46.334222,22.876553,32.933302,1.563769
470,-4.578329,12.681867,-1.870675,-5.438533,13.847827,-0.577668,1.941978
471,-41.663741,18.096872,-15.063874,-42.902312,17.385838,-15.088804,1.428372
